IV1 1LU,57.4804102,-4.2267802
G1 1LQ,55.8576767,-4.2439881
EH3 9DF,55.9458386,-3.1996038
EH1 1NA,55.9489686,-3.1844236
FK2 7LL,56.0117294,-3.7921077
EH44 6PD,55.6164178,-3.0647719
EH41 3DX,55.9551194,-2.7789961
CB1 7BN,52.1893122,0.1382672
G1 5HZ,55.8549026,-4.2497241
G1 5HZ,55.8549026,-4.2497241
G12 9NY,55.8798032,-4.3019123
G2 3JD,55.8660324,-4.2661907
G20 9JL,55.8885196,-4.2671339
G42 8XN,55.8356424,-4.2629527
G5 9DS,55.8509272,-4.2528334
G1 5HD,55.8569506,-4.2468384
HS2 9JG,58.2002098,-7.0107555
AB45 3SX,57.6609742,-2.5212685
DD1 1DA,56.4626157,-2.9707281
EH8 8BG,55.9518711,-3.1834713
KY5 0NE,56.1502505,-3.2675707
TD6 9SA,55.5993304,-2.7259212
G1 5HD,55.8569506,-4.2468384
G31 3PD,55.8620543,-4.2081874
ZE1 0DE,60.1576255,-1.1547753
KW17 2JS,59.0214578,-3.1895705
EH32 9AT,55.9623506,-2.9783323
EH10 5QA,55.9208824,-3.2227878
G71 8DD,55.8028729,-4.0697477
EH3 5DZ,55.9618944,-3.2006452
DD1 3BH,56.4601017,-2.9612843
IV30 1TB,57.6436575,-3.3306562
IV63 6UA,57.3394219,-4.5033258
EH6 6ET,55.9760261,-3.1738569
HS6 5HD,57.5524438,-7.3346524
DD2 5BD,56.461602,-3.0637233
EH6 8RJ,55.9628554,-3.1727052
EH3 5BJ,55.960055,-3.2059063
G11 5PR,55.8720657,-4.3028291
G3 6BY,55.8696491,-4.2805795
G40 3RA,55.8492482,-4.212637
G41 2LH,55.8406514,-4.2725397
PA16 8TU,55.9480304,-4.7744665
EH1 1SR,55.950789,-3.1847995
FK1 1YR,55.9944391,-3.7672562
EH4 4DQ,55.9727278,-3.242658
KY1 4RQ,56.1610648,-3.0652384
EH10 5DT,55.9333255,-3.2138956
G12 8PZ,55.8749289,-4.2876195
G1 4AX,55.8562425,-4.2555699
EH5 7SU,55.9771516,-3.2316068
G42 9RW,55.824088,-4.267151
KY12 0AE,56.0752723,-3.4492122
G2 3JD,55.8660324,-4.2661907
G3 8QW,55.8681078,-4.3030103
G1 1NQ,55.8589853,-4.2451662
EH41 3HA,55.9548996,-2.7810737
FK1 4HA,56.0044355,-3.8121866
TD6 0SA,55.5775681,-2.6738752
KY5 0NE,56.1502505,-3.2675707
AB51 3WA,57.2833421,-2.3897689
HS7 5PJ,57.4255752,-7.3585547
ZE1 0QD,60.153072,-1.1574498
EH54 6AE,55.8923953,-3.5191434
FK10 1EX,56.1120626,-3.7969305
AB16 7AU,57.1622682,-2.1469119
PH1 5GD,56.3977915,-3.431747
PA34 4EF,56.4074498,-5.4610994
IV30 1BX,57.6485424,-3.311935
G13 1SP,55.8850108,-4.3336747
KA1 2BE,55.6095093,-4.5022186
DG2 0EL,55.0851779,-3.6456697
IV15 9HU,57.5967183,-4.4233848
EH22 3ZG,55.8872907,-3.0390359
ML5 3BT,55.8637307,-4.0218128
ML3 0AE,55.7792041,-4.0502496
KA7 1DR,55.4614717,-4.6385791
DD1 3RB,56.459388,-2.9675625
FK8 1DE,56.1205984,-3.9429784
KW15 1NY,58.9814806,-2.9568248
EH8 8BG,55.9518711,-3.1834713
G64 2NQ,55.9080637,-4.2184985
G78 1SY,55.8018668,-4.3879122
KA12 8RU,55.6220418,-4.6703785
PA1 1LE,55.8455965,-4.4176077
PA15 1HU,55.9472799,-4.7538449
EH1 2JU,55.9475172,-3.1969975
DG1 1JQ,55.0740757,-3.6075437
DD1 4DY,56.4572565,-2.9747291
AB11 6FS,57.1426954,-2.1002026
EH10 7DS,55.8944333,-3.2178139
HS1 2BS,58.2069695,-6.3846445
IV2 6AA,57.4538439,-4.2117786
EH8 8BG,55.9518711,-3.1834713
EH2 1AW,55.9552877,-3.1944185
G2 4JR,55.8654895,-4.2688282
EH12 5EZ,55.9454853,-3.2200245
G1 2ER,55.8608422,-4.2537111
G2 3JD,55.8660324,-4.2661907
G2 3JD,55.8660324,-4.2661907
EH3 5EJ,55.9616089,-3.1976729
EH10 4DG,55.9357223,-3.2095683
PH15 2BB,56.6189835,-3.8675461
EH4 1QA,55.955714,-3.2133311
EH3 7AA,55.9475425,-3.2146127
G41 2JG,55.839808,-4.2734329
G41 5HH,55.844375,-4.2859676
EH1 1SR,55.950789,-3.1847995
EH15 2AU,55.9523942,-3.1118844
EH10 5DT,55.9333255,-3.2138956
EH16 4NT,55.9353327,-3.1314213
G84 0PE,56.0336565,-4.8629072
FK8 1RN,56.1303932,-3.9526927
TD8 6SD,55.4774053,-2.5598515
EH42 1NP,55.999051,-2.5376947
EH3 9JZ,55.9426484,-3.2024032
EH3 5JE,55.961579,-3.2099264
G3 7DN,55.8651895,-4.2724227
G4 0HW,55.8669013,-4.2551011
G41 2AG,55.8364743,-4.2724237
G1 5HD,55.8569506,-4.2468384
EH8 8BG,55.9518711,-3.1834713
AB10 1FQ,57.1481999,-2.1026965
G52 3RX,55.8400425,-4.3390449
G20 6AR,55.8801956,-4.2813261
G3 6RN,55.8667154,-4.2603327
G12 9YG,55.874095,-4.2971622
IV15 9HU,57.5967183,-4.4233848
EH1 2JU,55.9475172,-3.1969975
EH23 4SH,55.8174814,-3.0944038
IV15 9HU,57.5967183,-4.4233848
ME13 8PR,51.3141957,0.8895363
G3 6NG,55.8725539,-4.2790234
G51 1DA,55.8580248,-4.2909241
G2 4QE,55.8627958,-4.2623424
G1 5HZ,55.8549026,-4.2497241
IV2 7PA,57.4819705,-4.1858866
IV2 5AT,57.4767549,-4.1379207
G1 3NU,55.8599876,-4.2552277
EH6 6BZ,55.9732373,-3.1723143
EH26 9NF,55.7902839,-3.3401251
NW1 1HS,51.5296978,-0.1298805
IV3 5PR,57.4777195,-4.2295522
G2 3JD,55.8660324,-4.2661907
IV4 7LT,57.3450047,-4.7571805
EH4 4DA,55.9707559,-3.2430594
PA60 7XZ,55.8818417,-5.9034394
AB42 5EL,57.5230918,-2.0007533
EH11 2RL,55.9371941,-3.2422563
EH30 9XE,55.9896656,-3.4167345
DG2 7AF,55.0673825,-3.6195689
EH3 6TQ,55.9573511,-3.2085771
G66 7EP,55.9729476,-4.1895981
PA12 4LA,55.8044124,-4.6240796
EH49 7DU,55.9755262,-3.6082338
G20 6DW,55.8788122,-4.2832274
EH6 5BZ,55.9658594,-3.1771216
TD8 6JN,55.4729441,-2.550898
DD2 2NP,56.4640259,-2.9957248
EH3 7EH,55.9499386,-3.2176503
G41 2BW,55.8349332,-4.2746016
G42 8LY,55.8365068,-4.2677462
G75 8XE,55.7543733,-4.2247747
EH8 9LN,55.9425346,-3.1872693
EH6 5AT,55.9655669,-3.1832646
G1 5HZ,55.8549026,-4.2497241
PH24 3BP,57.2443416,-3.757136
DD1 1PB,56.4576666,-2.9762811
ML8 5HB,55.7423172,-3.8791265
DD1 1PB,56.4576666,-2.9762811
G1 5HD,55.8569506,-4.2468384
G1 5HZ,55.8549026,-4.2497241
G1 5HZ,55.8549026,-4.2497241
G1 5HZ,55.8549026,-4.2497241
G3 8ND,55.8643224,-4.2838153
HS1 2RF,58.2066582,-6.3769561
AB10 1FQ,57.1481999,-2.1026965
EH4 4BA,55.9691626,-3.2433448
IV3 5SA,57.4730875,-4.230821
EH1 2JU,55.9475172,-3.1969975
G76 8SE,55.7777642,-4.2687171
EH20 9LH,55.8780988,-3.1628594
DG8 9JH,54.8685606,-4.4414072
G20 6BP,55.8791883,-4.278453
G31 2SN,55.8594609,-4.2124666
EH10 4DE,55.9352199,-3.2104011
EH54 6LQ,55.8902613,-3.5078029
EH1 2JU,55.9475172,-3.1969975
EH8 8ER,55.9542633,-3.1672402
G42 0AA,55.8264529,-4.2415985
G42 8BG,55.8341822,-4.2661097
G42 8XN,55.8356424,-4.2629527
G2 8DL,55.8583755,-4.2583462
WC2R 1LA,51.5107324,-0.1169377
G77 6RD,55.7803823,-4.3442231
SW1Y 5AH,51.5066303,-0.1303352
EH22 3ZG,55.8872907,-3.0390359
EH8 8EX,55.9550928,-3.1669448
EH9 3EH,55.9284518,-3.179108
SE6 2NW,51.4382696,-0.0128687
G41 2PE,55.840671,-4.2670943
G41 4NB,55.8365572,-4.2781461
IV44 8RQ,57.0860237,-5.8799656
IV44 8RQ,57.0860237,-5.8799656
N1 7NW,51.529752,-0.0891638
WC2N 5AP,51.5070457,-0.1242516
EH8 8DT,55.9514249,-3.1784611
FK19 8NY,56.3583647,-4.3583172
ML8 5HB,55.7423172,-3.8791265
EH2 2HT,55.9536544,-3.1988366
PA3 2EQ,55.8514693,-4.4260891
EH8 8DL,55.9531093,-3.1864559
G13 3TG,55.8895407,-4.3675477
G2 6LY,55.8608211,-4.2592712
ML12 6EY,55.619848,-3.5318311
EH8 9LN,55.9425346,-3.1872693
KW3 6BT,58.3018509,-3.3045705
EH9 1TP,55.9380146,-3.1910212
EH7 4PH,55.9637725,-3.1811112
AB54 8BR,57.447551,-2.7857521
AB54 4JN,57.2871424,-2.8739543
EC1R 0LU,51.5247289,-0.1060243
PA37 1QA,56.4511526,-5.4407411
EC1R 3BX,51.5228648,-0.1080909
SW1Y 5AH,51.5066303,-0.1303352
EH3 5HE,55.9619863,-3.1985976
EH1 3LR,55.9584391,-3.1863146
EH1 1QS,55.9497989,-3.1887087
PA5 8HB,55.8364342,-4.5048981
G1 5HD,55.8569506,-4.2468384
G3 6RB,55.8656396,-4.2611652
DD1 1PB,56.4576666,-2.9762811
HS1 2LD,58.2170405,-6.3784067
EH11 2EB,55.9424252,-3.2214333
AB24 2WB,57.1724009,-2.1308115
TD6 0SA,55.5775681,-2.6738752
G66 1AD,55.9415554,-4.1590494
PA1 2BA,55.8448631,-4.4324667
EH7 5HY,55.9596614,-3.1806656
G3 6HB,55.8692696,-4.2738919
G3 8ND,55.8643224,-4.2838153
G41 2DF,55.8353793,-4.2791472
EH8 9LE,55.9444354,-3.186767
EH12 5JU,55.946492,-3.2199921
ML10 6HE,55.676797,-4.0779217
EH3 7AA,55.9475425,-3.2146127
EH10 4LW,55.9393609,-3.2105303
G51 2UH,55.8532601,-4.3059024
EH21 6PF,55.9355037,-3.0690276
DD1 4LN,56.4565957,-2.9787849
EH35 5JB,55.9132671,-2.9434029
G11 5HG,55.8732332,-4.2980705
G12 9SZ,55.8799389,-4.3114497
G20 8NT,55.8812996,-4.2847965
G3 7DB,55.8649916,-4.274377
G41 5HH,55.844375,-4.2859676
ML10 6EQ,55.6808016,-4.0786749
IV40 8BU,57.2814289,-5.7206698
G66 3AD,55.9351561,-4.1487985
FK2 9DY,56.0029856,-3.7628192
EH7 5LX,55.9620297,-3.1726001
AB11 9QB,57.1386977,-2.0748463
EH10 5JR,55.9240622,-3.2192712
KY3 9SR,56.0666054,-3.1768979
EH10 4PU,55.9290167,-3.2098075
EH9 3AB,55.9288579,-3.1808009
EH3 5EU,55.9616776,-3.1989245
EH3 9LH,55.9413956,-3.2037092
KW3 6AH,58.2995374,-3.2864508
SW1Y 5AH,51.5066303,-0.1303352
G1 5HZ,55.8549026,-4.2497241
EH1 1BP,55.9507364,-3.1902588
EH3 7LB,55.948646,-3.2129658
EH15 2AU,55.9523942,-3.1118844
EH3 5DQ,55.9599764,-3.2010663
DG3 4JD,55.2038634,-4.0145334
G40 4LS,55.8490116,-4.2222728
G41 4NB,55.8365572,-4.2781461
G41 5HH,55.844375,-4.2859676
EH1 3SA,55.9587387,-3.1906486
EH1 1NY,55.9504702,-3.1899143
IV1 1LU,57.4804102,-4.2267802
EH2 2HT,55.9536544,-3.1988366
EH6 8RG,55.9645964,-3.1738792
EH3 9JJ,55.9431985,-3.2003548
EH6 5HZ,55.9715957,-3.173915
G1 1LQ,55.8576767,-4.2439881
G52 3AY,55.8404368,-4.3372158
DD2 2LJ,56.4638772,-2.9929781
EH23 4NS,55.8527434,-3.0111173
G20 6BP,55.8791883,-4.278453
G3 6RB,55.8656396,-4.2611652
G2 3JD,55.8660324,-4.2661907
G31 3DJ,55.8635905,-4.2137243
DG2 0JT,55.1325179,-3.7429587
EH3 9AG,55.9430878,-3.2089173
PH16 5DR,56.6979763,-3.7351986
DD1 1PB,56.4576666,-2.9762811
EH3 9LQ,55.9418716,-3.2028114
DG1 2BH,55.0688916,-3.6108282
G2 6PH,55.8608659,-4.2582989
EH1 3NX,55.9597234,-3.1854409
G12 9EP,55.8747168,-4.3038014
PA75 6PB,56.6225569,-6.0704369
PA45 5TT,48.6583469,13.723325
EH1 2QB,55.9476685,-3.1925185
G41 3BS,55.8300218,-4.2782269
G33 1RT,55.897439,-4.1980574
G2 3JD,55.8660324,-4.2661907
ZE2 9HH,59.9998108,-1.2464559
DG1 2BH,55.0688916,-3.6108282
IV1 1JJ,57.47727,-4.2249877
G42 9XG,55.8279488,-4.2566138
NE1 4BR,54.9701059,-1.6224653
EH6 8SE,55.9635908,-3.1775653
IV51 9EU,57.4061939,-6.20066
PH41 4PX,57.0061495,-5.8301733
PH38 4NG,56.8317616,-5.8315829
IV22 2LW,57.8061543,-5.6705962
KW15 1BD,58.9756569,-2.9670302
DG7 3RN,55.0729795,-4.1410476
IV14 9DL,57.5877437,-4.536299
EH45 8AD,55.6521979,-3.1882236
G46 6UG,55.7977012,-4.3019302
EH21 6AA,55.9431458,-3.0559971
IV36 3TZ,57.6522987,-3.5933627
KA1 3BN,55.6097001,-4.49418
IV52 8TL,57.3403421,-5.6468388
IV44 8RQ,57.0860237,-5.8799656
PA75 6QB,56.6062909,-6.0478132
IV1 1LU,57.4804102,-4.2267802
IV63 6XP,57.3383866,-4.4656641
EH10 4ED,55.9357678,-3.2076808
PA31 8JA,56.1841749,-5.5386339
PH36 4JA,56.7041162,-5.5710518
TD6 9LJ,55.6005097,-2.7224991
G1 1TS,55.8589398,-4.2501173
